1.000000000000000000e+00 1.000000000000000000e+00 -1.628200000000000092e+00 2.967699999999999783e+00 9.149599999999999400e-02 -2.877700000000000258e-01
1.000000000000000000e+00 2.000000000000000000e+00 4.541999999999999815e+00 3.056700000000000195e+00 -3.357600000000000029e-01 -3.642499999999999905e-02
1.000000000000000000e+00 3.000000000000000000e+00 -3.507699999999999818e+00 -5.500099999999999989e-01 3.338800000000000101e-01 3.736099999999999838e-02
1.000000000000000000e+00 4.000000000000000000e+00 -2.536700000000000177e+00 -2.304300000000000015e+00 2.557400000000000229e-01 9.153500000000000525e-02
3.100000000000000000e+01 1.000000000000000000e+00 -1.615299999999999958e+00 2.937800000000000189e+00 1.072899999999999965e-01 -3.306999999999999940e-01
3.100000000000000000e+01 2.000000000000000000e+00 4.507900000000000240e+00 3.049100000000000144e+00 -3.511600000000000277e-01 -1.354499999999999871e-01
3.100000000000000000e+01 3.000000000000000000e+00 -3.472100000000000186e+00 -5.535099999999999465e-01 3.910000000000000142e-01 -2.431699999999999834e-02
3.100000000000000000e+01 4.000000000000000000e+00 -2.500700000000000145e+00 -2.293499999999999872e+00 4.793499999999999983e-01 1.397400000000000031e-01
6.100000000000000000e+01 1.000000000000000000e+00 -1.594100000000000072e+00 2.898200000000000109e+00 2.331399999999999861e-01 -4.617600000000000038e-01
6.100000000000000000e+01 2.000000000000000000e+00 4.471899999999999764e+00 3.029900000000000038e+00 -3.829799999999999871e-01 -2.204699999999999993e-01
6.100000000000000000e+01 3.000000000000000000e+00 -3.428399999999999892e+00 -5.512099999999999778e-01 4.591600000000000126e-01 7.992900000000000005e-02
6.100000000000000000e+01 4.000000000000000000e+00 -2.437300000000000022e+00 -2.277899999999999814e+00 7.234300000000000175e-01 1.688699999999999923e-01
9.100000000000000000e+01 1.000000000000000000e+00 -1.563399999999999901e+00 2.852300000000000058e+00 3.761300000000000199e-01 -4.194499999999999895e-01
9.100000000000000000e+01 2.000000000000000000e+00 4.430799999999999628e+00 3.007400000000000073e+00 -4.553300000000000125e-01 -2.242599999999999871e-01
9.100000000000000000e+01 3.000000000000000000e+00 -3.383900000000000130e+00 -5.399199999999999555e-01 4.400999999999999912e-01 1.295999999999999930e-01
9.100000000000000000e+01 4.000000000000000000e+00 -2.363599999999999923e+00 -2.258300000000000196e+00 7.511200000000000099e-01 2.304700000000000082e-01
1.210000000000000000e+02 1.000000000000000000e+00 -1.520299999999999985e+00 2.810700000000000198e+00 4.875599999999999934e-01 -4.057399999999999896e-01
1.210000000000000000e+02 2.000000000000000000e+00 4.380300000000000082e+00 2.985100000000000087e+00 -5.534700000000000175e-01 -2.291700000000000126e-01
1.210000000000000000e+02 3.000000000000000000e+00 -3.339199999999999946e+00 -5.247300000000000297e-01 4.483699999999999908e-01 1.998499999999999999e-01
1.210000000000000000e+02 4.000000000000000000e+00 -2.285400000000000098e+00 -2.232800000000000118e+00 8.133000000000000229e-01 2.830500000000000238e-01
1.510000000000000000e+02 1.000000000000000000e+00 -1.463600000000000012e+00 2.768800000000000150e+00 6.531799999999999828e-01 -4.611899999999999888e-01
1.510000000000000000e+02 2.000000000000000000e+00 4.323100000000000165e+00 2.960900000000000087e+00 -5.941400000000000015e-01 -2.487999999999999934e-01
1.510000000000000000e+02 3.000000000000000000e+00 -3.294500000000000206e+00 -4.978600000000000247e-01 4.496600000000000041e-01 3.332200000000000162e-01
1.510000000000000000e+02 4.000000000000000000e+00 -2.200600000000000112e+00 -2.201900000000000190e+00 8.755699999999999594e-01 3.405500000000000194e-01
1.810000000000000000e+02 1.000000000000000000e+00 -1.391199999999999992e+00 2.718500000000000139e+00 7.981500000000000261e-01 -5.196100000000000163e-01
1.810000000000000000e+02 2.000000000000000000e+00 4.256300000000000416e+00 2.933300000000000018e+00 -7.575600000000000112e-01 -3.220500000000000029e-01
1.810000000000000000e+02 3.000000000000000000e+00 -3.247799999999999798e+00 -4.615299999999999958e-01 4.698100000000000054e-01 3.584200000000000164e-01
1.810000000000000000e+02 4.000000000000000000e+00 -2.110300000000000065e+00 -2.164299999999999891e+00 9.996500000000000385e-01 4.239600000000000035e-01
2.110000000000000000e+02 1.000000000000000000e+00 -1.306100000000000039e+00 2.662799999999999834e+00 8.632199999999999873e-01 -5.773200000000000554e-01
2.110000000000000000e+02 2.000000000000000000e+00 4.165499999999999758e+00 2.895999999999999908e+00 -1.006499999999999950e+00 -4.285700000000000065e-01
